Car Model,Country,City,Price,QuantitySold,Sale,DateOfSale,CustomerID,CustomerName,Age,Gender,CarMake,CarModel,Year,CarType,PaymentMethod,SalespersonID,SalespersonName,DealershipLocation,Profit
Hyundai Elantra,Germany,Berlin,33838,8,270704,2046-04-04,CUST07838,Todd Burnett,44,Female,Ford,Kia Optima,2023,Hatchback,Lease,SP025,Aaron Sullivan,"Garyfurt, Colombia",9398
Mercedes C-Class,Canada,Toronto,69425,8,555400,2046-04-05,CUST07839,Margaret Myers,62,Non-binary,BMW,Honda Civic,2021,Coupe,Lease,SP070,Kyle Leach,"East Kathyview, Reunion",13583
Audi A4,India,Mumbai,65645,7,459515,2046-04-06,CUST07840,Jamie Dorsey,33,Non-binary,Toyota,Toyota Corolla,2015,Coupe,Bank Transfer,SP029,Nathan Walton,"East Billyberg, Dominican Republic",13106
Nissan Altima,USA,New York,97134,9,874206,2046-04-07,CUST07841,Paul Mitchell,52,Non-binary,Hyundai,Toyota Corolla,2016,Hatchback,Lease,SP022,Crystal Jones,"New Samuelside, Guatemala",13565
Hyundai Elantra,France,Lyon,78682,8,629456,2046-04-08,CUST07842,Mary Morrison,75,Male,Audi,Kia Optima,2012,Truck,Bank Transfer,SP097,Dustin Johnson,"Margaretfurt, China",6151
Ford Focus,France,Paris,31531,5,157655,2046-04-09,CUST07843,Sarah Price,38,Female,Honda,Honda Civic,2009,Truck,Bank Transfer,SP078,Steven Lucas,"Amandafurt, China",9358
Chevrolet Malibu,UK,Glasgow,61593,1,61593,2046-04-10,CUST07844,Angela Osborne,24,Male,BMW,Kia Optima,2019,Hatchback,Credit Card,SP004,Sheila King,"Jamesshire, Slovakia (Slovak Republic)",13703
Mercedes C-Class,Japan,Osaka,86566,4,346264,2046-04-11,CUST07845,Robert Lee,41,Female,Nissan,Ford Focus,2006,Sedan,Bank Transfer,SP074,Jeffrey Moody,"North Jamesview, Estonia",2893
Kia Optima,Italy,Naples,19287,9,173583,2046-04-12,CUST07846,Gregory Bell,54,Male,Toyota,Kia Optima,2007,Sedan,Credit Card,SP086,Laura Fry,"East Tinaland, Bangladesh",9641
Nissan Altima,Italy,Milan,38727,6,232362,2046-04-13,CUST07847,James Fitzgerald,37,Non-binary,Hyundai,Toyota Corolla,2021,Coupe,Lease,SP016,Suzanne Webb,"Port Sarah, Macao",12518
Nissan Altima,USA,Phoenix,16084,6,96504,2046-04-14,CUST07848,Ronald Higgins,73,Non-binary,Audi,Nissan Altima,2012,Coupe,Credit Card,SP037,Sara Williamson MD,"North Nathan, South Africa",5377
Toyota Corolla,UK,Leeds,65915,4,263660,2046-04-15,CUST07849,Donna Carter,36,Female,Honda,Toyota Corolla,2014,SUV,Cash,SP041,Susan Acevedo,"North Katie, Armenia",10551
Ford Focus,Australia,Adelaide,78646,6,471876,2046-04-16,CUST07850,Rebecca Good,72,Non-binary,Hyundai,Nissan Altima,2014,Convertible,Bank Transfer,SP011,Caitlin Curry,"Jesseshire, Qatar",2204
Toyota Corolla,Canada,Ottawa,71355,2,142710,2046-04-17,CUST07851,Krista Gonzalez,60,Non-binary,Audi,Toyota Corolla,2015,Convertible,Lease,SP073,Adrian Chandler,"Lake Joann, British Indian Ocean Territory (Chagos Archipelago)",13877
Audi A4,USA,Los Angeles,88314,10,883140,2046-04-18,CUST07852,Alexandra Ramos,25,Non-binary,Hyundai,Audi A4,2000,Minivan,Credit Card,SP035,Edward Collins,"Colemanburgh, India",3017
Audi A4,Italy,Milan,95029,8,760232,2046-04-19,CUST07853,Monica Hall,62,Non-binary,Ford,Kia Optima,2000,Minivan,Cash,SP092,Patricia Davenport,"Elizabethchester, Burundi",3906
Honda Civic,USA,Houston,42528,6,255168,2046-04-20,CUST07854,Brittany Peterson,40,Female,Kia,Toyota Corolla,2015,SUV,Bank Transfer,SP080,Lori Carter,"Millermouth, Solomon Islands",7515
Audi A4,USA,Houston,61884,2,123768,2046-04-21,CUST07855,Ethan Johnson,75,Non-binary,Kia,Mercedes C-Class,2000,Sedan,Lease,SP040,Leonard Cross,"East Teresa, South Georgia and the South Sandwich Islands",4827
Honda Civic,UK,London,19981,7,139867,2046-04-22,CUST07856,Mark Carter,32,Female,Ford,BMW 3 Series,2021,Coupe,Cash,SP019,Thomas Miles,"East Jefferyberg, Madagascar",9433
Toyota Corolla,Japan,Nagoya,24125,7,168875,2046-04-23,CUST07857,Nicole Bennett,52,Female,Honda,Nissan Altima,2006,Coupe,Bank Transfer,SP077,Stephanie Bowers,"West Jessicaport, Timor-Leste",8147
Honda Civic,China,Beijing,50070,9,450630,2046-04-24,CUST07858,Calvin Mendez,23,Female,BMW,Chevrolet Malibu,2012,Minivan,Lease,SP045,Sandra Cook,"Charlesmouth, Congo",4114
Ford Focus,UK,Leeds,29283,8,234264,2046-04-25,CUST07859,Carrie Brown,19,Non-binary,Hyundai,Audi A4,2007,Minivan,Credit Card,SP063,Christopher Martin,"Dustinburgh, Burkina Faso",7445
Nissan Altima,Japan,Sapporo,66510,1,66510,2046-04-26,CUST07860,Emma Miles,42,Non-binary,Chevrolet,Mercedes C-Class,2016,SUV,Cash,SP097,Robert Martin,"West Patriciaborough, United States of America",13975
Nissan Altima,Australia,Melbourne,85716,3,257148,2046-04-27,CUST07861,Charlene Valdez,72,Male,Mercedes,Kia Optima,2018,Coupe,Bank Transfer,SP021,Rebecca Fletcher,"Mendozachester, Denmark",6514
Kia Optima,Japan,Osaka,94210,4,376840,2046-04-28,CUST07862,Jared Lowe,59,Female,Mercedes,Toyota Corolla,2016,Convertible,Lease,SP005,Dustin Frazier,"Lake Timothyshire, Kiribati",12667
Toyota Corolla,Australia,Melbourne,24427,7,170989,2046-04-29,CUST07863,Ashley Davis,66,Female,Mercedes,Audi A4,2016,Coupe,Lease,SP013,Jeffery Wallace,"Jenkinsport, Madagascar",6888
Honda Civic,France,Toulouse,36021,4,144084,2046-04-30,CUST07864,Sandra Roy,19,Male,Ford,Chevrolet Malibu,2017,SUV,Cash,SP071,Paula Day,"Hannahborough, Guyana",12857
Ford Focus,France,Paris,57715,6,346290,2046-05-01,CUST07865,Margaret Horn,48,Non-binary,Kia,Audi A4,2015,Hatchback,Lease,SP057,John Morgan,"East Paul, Timor-Leste",7885
Toyota Corolla,Canada,Ottawa,78243,2,156486,2046-05-02,CUST07866,Gregory Levine,22,Female,BMW,BMW 3 Series,2019,Coupe,Credit Card,SP069,James Garza,"North Brandonchester, Wallis and Futuna",3983
Chevrolet Malibu,Italy,Palermo,67996,1,67996,2046-05-03,CUST07867,Catherine Dillon,48,Non-binary,Toyota,Honda Civic,2022,SUV,Bank Transfer,SP039,Karen Roberts,"Jennifermouth, Faroe Islands",3971
Ford Focus,Italy,Naples,42579,2,85158,2046-05-04,CUST07868,Sheri Brown,71,Male,Chevrolet,Hyundai Elantra,2000,Sedan,Lease,SP027,Travis Lewis,"West Bonnie, Bosnia and Herzegovina",3973
Nissan Altima,Germany,Hamburg,42467,1,42467,2046-05-05,CUST07869,Zachary Rivera,56,Male,Mercedes,Hyundai Elantra,2010,Minivan,Bank Transfer,SP050,Ronald Fields,"Derrickbury, Kiribati",1004
Toyota Corolla,Australia,Adelaide,66149,8,529192,2046-05-06,CUST07870,Zachary Singh,33,Female,Chevrolet,BMW 3 Series,2019,Coupe,Bank Transfer,SP049,Nicholas Roy,"Sandraport, Svalbard & Jan Mayen Islands",8452
Hyundai Elantra,UK,Birmingham,36341,9,327069,2046-05-07,CUST07871,Christopher Thomas,65,Non-binary,Chevrolet,Audi A4,2017,Hatchback,Credit Card,SP069,Brian Miller,"New Samuel, British Virgin Islands",1463
Nissan Altima,India,Chennai,65637,7,459459,2046-05-08,CUST07872,Harold Byrd,41,Non-binary,Chevrolet,Nissan Altima,2008,Hatchback,Lease,SP095,Terri Allen,"West Teresafurt, Kazakhstan",6300
Toyota Corolla,UK,London,93361,8,746888,2046-05-09,CUST07873,Paige Cohen,24,Non-binary,BMW,Chevrolet Malibu,2015,Coupe,Cash,SP095,Brandi Roman,"South Dannyborough, Burundi",11405
Audi A4,USA,New York,16446,6,98676,2046-05-10,CUST07874,Michael Warren,51,Non-binary,Ford,Kia Optima,2009,Hatchback,Credit Card,SP050,Mary Jackson,"Schwartzhaven, Palestinian Territory",4873
BMW 3 Series,Japan,Sapporo,91808,5,459040,2046-05-11,CUST07875,Sherri Savage,55,Non-binary,Chevrolet,Hyundai Elantra,2002,Hatchback,Cash,SP085,Teresa Hayes,"East Kelseybury, Costa Rica",10437
BMW 3 Series,France,Paris,27084,1,27084,2046-05-12,CUST07876,Michael Scott,70,Male,Nissan,Nissan Altima,2019,Minivan,Cash,SP038,Eugene Pittman,"South Hannahmouth, Albania",8533
Chevrolet Malibu,UK,Leeds,75714,10,757140,2046-05-13,CUST07877,Gregory Hunt,27,Male,Chevrolet,Hyundai Elantra,2015,Convertible,Credit Card,SP021,William Mendoza,"East Christopher, Reunion",4923
BMW 3 Series,UK,Birmingham,75882,7,531174,2046-05-14,CUST07878,Mr. Larry Diaz,57,Non-binary,BMW,Hyundai Elantra,2002,SUV,Credit Card,SP023,Alexander Webb,"Prattchester, Nauru",2961
Hyundai Elantra,Japan,Yokohama,19890,5,99450,2046-05-15,CUST07879,Ashley James,33,Male,Nissan,Mercedes C-Class,2011,Hatchback,Lease,SP076,Patricia James,"East Edward, Benin",9027
Honda Civic,Canada,Montreal,61069,2,122138,2046-05-16,CUST07880,Michael Wood,34,Female,Audi,Toyota Corolla,2010,Coupe,Lease,SP026,Lindsey Gordon,"North Malloryberg, Antarctica (the territory South of 60 deg S)",2356
Audi A4,China,Shanghai,48186,2,96372,2046-05-17,CUST07881,Lisa Hurst,18,Male,Toyota,Honda Civic,2013,Minivan,Cash,SP056,Paul Yates,"Garciachester, Solomon Islands",11044
Toyota Corolla,Germany,Munich,10046,2,20092,2046-05-18,CUST07882,Jason Joyce,61,Male,Mercedes,Chevrolet Malibu,2011,Coupe,Lease,SP030,Joel Moore,"East Nicole, Malawi",7043
Hyundai Elantra,Canada,Toronto,16849,8,134792,2046-05-19,CUST07883,Michael Quinn,73,Non-binary,Toyota,Honda Civic,2003,Sedan,Credit Card,SP096,Stephen Lewis,"West Joshuaside, El Salvador",14182
Ford Focus,Italy,Naples,76603,5,383015,2046-05-20,CUST07884,Jeffrey Owens,65,Non-binary,Hyundai,Kia Optima,2013,Convertible,Bank Transfer,SP029,Wanda Beltran,"South Evanmouth, Indonesia",7906
BMW 3 Series,Italy,Rome,88923,4,355692,2046-05-21,CUST07885,Matthew Shaw,36,Non-binary,Toyota,BMW 3 Series,2006,Convertible,Lease,SP028,Michelle Henry,"Claudiaberg, United Arab Emirates",4562
Kia Optima,China,Shanghai,56736,6,340416,2046-05-22,CUST07886,Mr. Joel Perry,39,Non-binary,Hyundai,BMW 3 Series,2019,Minivan,Cash,SP048,Kathleen Mosley,"Palmermouth, Lesotho",897
Toyota Corolla,Canada,Toronto,26158,2,52316,2046-05-23,CUST07887,Danielle Smith,25,Female,Honda,Ford Focus,2023,Truck,Bank Transfer,SP007,Mary Williams,"Port Douglas, Malaysia",9872
Mercedes C-Class,Canada,Toronto,12922,5,64610,2046-05-24,CUST07888,Kayla Fernandez,24,Male,Toyota,Ford Focus,2022,Coupe,Cash,SP084,David Ross,"South Ronald, South Georgia and the South Sandwich Islands",2478
Honda Civic,India,Bangalore,55642,10,556420,2046-05-25,CUST07889,Tammy Leonard,28,Female,Ford,Audi A4,2014,Coupe,Credit Card,SP082,Kathleen Brown,"Samanthaborough, Solomon Islands",8511
Honda Civic,France,Toulouse,85719,3,257157,2046-05-26,CUST07890,Kristen Anderson,54,Non-binary,Honda,Toyota Corolla,2017,Coupe,Cash,SP039,Jennifer Francis,"Webbview, United Arab Emirates",2010
Kia Optima,UK,London,55174,1,55174,2046-05-27,CUST07891,Jeremy Torres,65,Male,Nissan,Audi A4,2009,Sedan,Lease,SP098,Edward Castillo,"Loribury, Saint Barthelemy",12485
Mercedes C-Class,Canada,Montreal,97234,4,388936,2046-05-28,CUST07892,Rodney Parker,24,Non-binary,Kia,Kia Optima,2003,Hatchback,Credit Card,SP038,Kelly Blair,"New Michaelhaven, Indonesia",3095
Ford Focus,Germany,Berlin,38845,6,233070,2046-05-29,CUST07893,Marissa Jackson,71,Male,Kia,Mercedes C-Class,2020,Minivan,Lease,SP035,Connie Diaz,"Darrellview, Syrian Arab Republic",10663
Hyundai Elantra,Italy,Turin,81564,1,81564,2046-05-30,CUST07894,John Harvey,43,Non-binary,Toyota,Mercedes C-Class,2017,Convertible,Cash,SP095,Steven Hancock,"South Mary, Vietnam",6669
Chevrolet Malibu,Italy,Turin,79092,6,474552,2046-05-31,CUST07895,Erika Hanna,28,Female,Nissan,Honda Civic,2019,Convertible,Lease,SP023,Steven Yates,"Chapmanstad, Egypt",13135
Ford Focus,France,Paris,14528,9,130752,2046-06-01,CUST07896,Janice Williams,45,Non-binary,Audi,Mercedes C-Class,2008,SUV,Bank Transfer,SP077,Amy Rodriguez,"Jamieview, Mayotte",13232
Chevrolet Malibu,India,Delhi,50929,1,50929,2046-06-02,CUST07897,Cassidy Davis,41,Female,Chevrolet,Honda Civic,2021,Hatchback,Cash,SP019,Jaime Cox,"Daviston, French Guiana",10461
Nissan Altima,Italy,Rome,69752,8,558016,2046-06-03,CUST07898,Jasmine Hill,58,Female,Mercedes,BMW 3 Series,2013,SUV,Bank Transfer,SP054,Alyssa Sandoval,"Nelsonview, Cayman Islands",3365
BMW 3 Series,Germany,Hamburg,32392,5,161960,2046-06-04,CUST07899,Kevin Clark,35,Male,Ford,Toyota Corolla,2002,Sedan,Cash,SP004,Michele Griffin,"North Terri, Cyprus",10549
Audi A4,Canada,Calgary,43291,4,173164,2046-06-05,CUST07900,Marcus Johnson,22,Female,Kia,Mercedes C-Class,2010,Coupe,Lease,SP045,Derek Walsh,"Harrellville, Micronesia",12266
Kia Optima,India,Chennai,32399,5,161995,2046-06-06,CUST07901,Edward Cherry,45,Non-binary,Nissan,BMW 3 Series,2003,Hatchback,Bank Transfer,SP057,Lisa Alvarado,"Roberttown, Palau",4185
Mercedes C-Class,Japan,Sapporo,32342,8,258736,2046-06-07,CUST07902,Vincent Hood,57,Female,BMW,Ford Focus,2000,SUV,Bank Transfer,SP035,Leslie Baker,"Thomasbury, Israel",2005
Honda Civic,India,Delhi,64320,4,257280,2046-06-08,CUST07903,Angela Hamilton,37,Male,Toyota,Kia Optima,2006,Truck,Cash,SP009,Mason Fuentes,"Port Aaronmouth, Denmark",8247
Nissan Altima,Italy,Palermo,63548,7,444836,2046-06-09,CUST07904,Marc Hogan,21,Non-binary,BMW,Toyota Corolla,2008,SUV,Credit Card,SP047,Andrea Peters,"Port Christine, Zimbabwe",2178
Mercedes C-Class,Italy,Palermo,14349,8,114792,2046-06-10,CUST07905,Bryan Smith,36,Non-binary,Ford,Honda Civic,2021,Truck,Cash,SP072,David Cobb,"Hunterton, Cook Islands",13114
Audi A4,UK,Manchester,46710,6,280260,2046-06-11,CUST07906,Marie Taylor,65,Male,Hyundai,Hyundai Elantra,2002,SUV,Cash,SP090,Stacy Baker MD,"East Tracy, Reunion",4039
Ford Focus,USA,Los Angeles,49280,2,98560,2046-06-12,CUST07907,Jason Tyler,69,Non-binary,Honda,Nissan Altima,2005,Hatchback,Credit Card,SP091,Norma Rogers,"East John, Macao",13946
Nissan Altima,USA,Houston,18880,6,113280,2046-06-13,CUST07908,Amy Benton,55,Male,Nissan,Hyundai Elantra,2009,Coupe,Bank Transfer,SP030,Deanna Olson,"Howardmouth, British Virgin Islands",6364
Mercedes C-Class,Germany,Hamburg,76968,5,384840,2046-06-14,CUST07909,Lisa Mayer,29,Non-binary,Chevrolet,Audi A4,2007,Truck,Bank Transfer,SP050,Michael Heath,"Port Maryville, Wallis and Futuna",14983
Toyota Corolla,Canada,Vancouver,93356,3,280068,2046-06-15,CUST07910,Thomas Stanton,23,Male,Chevrolet,Nissan Altima,2002,Convertible,Cash,SP024,Jason Mcmahon,"Marymouth, Andorra",9489
Kia Optima,Japan,Sapporo,24157,6,144942,2046-06-16,CUST07911,Marcus Anderson,75,Non-binary,Honda,Hyundai Elantra,2018,SUV,Lease,SP079,Charlotte Davis,"Joannastad, Cook Islands",5024
Toyota Corolla,Japan,Yokohama,20276,6,121656,2046-06-17,CUST07912,Paula Wise,61,Male,Toyota,Ford Focus,2014,Convertible,Bank Transfer,SP026,Eduardo Huff,"Port Lindsay, Bouvet Island (Bouvetoya)",10241
Toyota Corolla,Japan,Sapporo,10323,9,92907,2046-06-18,CUST07913,Wendy Vaughan,24,Non-binary,Honda,Audi A4,2010,Hatchback,Lease,SP085,Melissa Gates,"Lake Matthewhaven, Uzbekistan",11885
BMW 3 Series,USA,Chicago,36403,3,109209,2046-06-19,CUST07914,Kathryn Davis,53,Male,Ford,Chevrolet Malibu,2013,Truck,Credit Card,SP059,Joseph Stone MD,"Carlborough, Guinea-Bissau",8674
Toyota Corolla,Canada,Ottawa,71621,8,572968,2046-06-20,CUST07915,Austin Malone,23,Non-binary,Mercedes,Toyota Corolla,2011,Sedan,Credit Card,SP092,Joy Herman,"Marissaton, Mexico",3189
Toyota Corolla,India,Bangalore,28978,9,260802,2046-06-21,CUST07916,Thomas Dean,41,Male,Nissan,Nissan Altima,2003,Convertible,Cash,SP048,Kelly Bartlett,"Jacobborough, Japan",3650
Audi A4,China,Beijing,19836,6,119016,2046-06-22,CUST07917,Elizabeth Moore,53,Male,Kia,Audi A4,2009,Coupe,Cash,SP029,Brandon Wright,"Johnsonstad, Austria",5009
Nissan Altima,Canada,Calgary,20549,4,82196,2046-06-23,CUST07918,Sarah Martinez,23,Male,Nissan,Audi A4,2001,SUV,Lease,SP031,Kimberly Solomon,"Erinchester, Mauritius",10106
Kia Optima,Germany,Munich,13723,3,41169,2046-06-24,CUST07919,David Myers,53,Female,Mercedes,Mercedes C-Class,2020,Convertible,Cash,SP081,Lauren Mcdonald,"South Christian, Guernsey",10052
Toyota Corolla,USA,Houston,16014,8,128112,2046-06-25,CUST07920,Katherine Serrano,30,Female,Nissan,Nissan Altima,2001,Hatchback,Cash,SP009,Edward Moreno,"Johnsonmouth, Benin",10754
Hyundai Elantra,France,Toulouse,10172,1,10172,2046-06-26,CUST07921,Richard Brown,60,Non-binary,Audi,Hyundai Elantra,2007,Coupe,Cash,SP087,Joseph Harmon DVM,"West Andrewview, Seychelles",5559
Honda Civic,China,Beijing,42800,1,42800,2046-06-27,CUST07922,Keith Rangel,58,Non-binary,Audi,BMW 3 Series,2015,Sedan,Bank Transfer,SP011,Joshua Holder,"Harringtonborough, French Southern Territories",13353
BMW 3 Series,Australia,Sydney,80274,3,240822,2046-06-28,CUST07923,Stephanie Warner DVM,27,Female,Chevrolet,Mercedes C-Class,2017,Minivan,Cash,SP056,Diane Maxwell,"West Jillland, Sierra Leone",13119
Audi A4,Germany,Frankfurt,10870,2,21740,2046-06-29,CUST07924,Wayne Williams,29,Non-binary,Audi,Kia Optima,2016,Hatchback,Lease,SP066,Mr. Christopher Burgess MD,"West Susan, Belarus",4602
Honda Civic,Canada,Calgary,94928,9,854352,2046-06-30,CUST07925,Andrea Williams,32,Non-binary,Chevrolet,Kia Optima,2020,SUV,Lease,SP083,Matthew Flores,"New Jack, Congo",9742
Audi A4,USA,New York,96422,10,964220,2046-07-01,CUST07926,Lori Wang,47,Non-binary,Nissan,Hyundai Elantra,2000,Truck,Lease,SP010,Diane Williams,"Barnesland, Bahrain",1166
Honda Civic,Japan,Nagoya,73660,6,441960,2046-07-02,CUST07927,Karen Jackson,43,Non-binary,BMW,Audi A4,2023,SUV,Lease,SP083,Jennifer Goodwin,"Bryantside, Antigua and Barbuda",9877
Honda Civic,India,Delhi,76226,7,533582,2046-07-03,CUST07928,Todd Santiago,75,Non-binary,Mercedes,Nissan Altima,2011,Minivan,Bank Transfer,SP088,Paul Kane,"Michaelshire, Falkland Islands (Malvinas)",4432
Ford Focus,China,Shanghai,30250,6,181500,2046-07-04,CUST07929,Jose Gomez,19,Non-binary,Chevrolet,Kia Optima,2023,Minivan,Cash,SP031,William Castillo MD,"South Marktown, British Virgin Islands",12648
Toyota Corolla,France,Paris,31432,8,251456,2046-07-05,CUST07930,Melissa Berry,21,Female,Toyota,Honda Civic,2002,Truck,Bank Transfer,SP013,Erica May DVM,"Lauratown, Ireland",13529
Toyota Corolla,Australia,Adelaide,44085,4,176340,2046-07-06,CUST07931,Kristin Fisher,20,Female,Kia,Ford Focus,2005,Convertible,Credit Card,SP058,Jeremy Ortega,"North Justinstad, Bouvet Island (Bouvetoya)",6095
Honda Civic,Australia,Perth,61471,6,368826,2046-07-07,CUST07932,George Flores,69,Female,Nissan,Ford Focus,2011,SUV,Bank Transfer,SP061,Patricia Taylor,"Teresatown, Hungary",8338
Mercedes C-Class,India,Hyderabad,41614,6,249684,2046-07-08,CUST07933,Keith Scott,54,Male,Chevrolet,Chevrolet Malibu,2018,Truck,Lease,SP053,Nicole Henderson,"Leefort, Chad",5903
Mercedes C-Class,India,Delhi,33262,3,99786,2046-07-09,CUST07934,Eric Nguyen,65,Male,Toyota,Kia Optima,2004,Convertible,Bank Transfer,SP054,Mark Lewis,"Port Erik, Solomon Islands",1012
BMW 3 Series,Italy,Milan,41631,9,374679,2046-07-10,CUST07935,Lisa Stevenson,28,Non-binary,Toyota,Nissan Altima,2003,Hatchback,Credit Card,SP081,Jacob Lin,"New Joshua, Niger",4682
Honda Civic,Japan,Tokyo,80817,10,808170,2046-07-11,CUST07936,Alicia Cox,51,Female,Ford,Hyundai Elantra,2021,Convertible,Credit Card,SP026,Susan Lawson,"North Antonio, Serbia",1159
Kia Optima,Japan,Osaka,21334,10,213340,2046-07-12,CUST07937,Brent Greene,45,Male,Chevrolet,Chevrolet Malibu,2010,Convertible,Lease,SP012,Michael Huang,"Vegashire, Barbados",7192
Kia Optima,Australia,Adelaide,54842,10,548420,2046-07-13,CUST07938,Edward Murray,44,Female,Nissan,Audi A4,2003,SUV,Cash,SP099,Diana Fischer,"North Melissa, Nepal",13937
Nissan Altima,China,Shanghai,65630,3,196890,2046-07-14,CUST07939,Samantha Ballard,71,Female,Audi,Nissan Altima,2002,Truck,Cash,SP036,Kenneth Burke,"Tamaraburgh, Albania",2638
Mercedes C-Class,Japan,Nagoya,19652,5,98260,2046-07-15,CUST07940,Mary Miller,45,Female,Mercedes,Audi A4,2010,Convertible,Bank Transfer,SP021,Kristine Yang,"Chanmouth, Brazil",501
Audi A4,UK,Birmingham,63423,6,380538,2046-07-16,CUST07941,Jacob Moore,54,Non-binary,Honda,Mercedes C-Class,2017,Minivan,Bank Transfer,SP014,Heather Webb,"Yolandaton, Guatemala",13922
Toyota Corolla,UK,Manchester,23409,10,234090,2046-07-17,CUST07942,Tammy Blevins,48,Female,Chevrolet,BMW 3 Series,2018,Truck,Lease,SP070,Samantha Rice,"South Kellyland, Ecuador",2214
Kia Optima,Canada,Vancouver,64627,8,517016,2046-07-18,CUST07943,Anthony Mitchell,35,Female,Kia,Audi A4,2004,Sedan,Lease,SP093,Charles White,"North Adamfort, Guinea-Bissau",12614
BMW 3 Series,Canada,Vancouver,38870,1,38870,2046-07-19,CUST07944,Curtis Mccullough,38,Male,Toyota,Ford Focus,2005,Sedan,Lease,SP013,William Reid,"Andersenfurt, Turkey",10440
BMW 3 Series,UK,Leeds,26804,4,107216,2046-07-20,CUST07945,Hunter Bridges,64,Female,BMW,Toyota Corolla,2012,Hatchback,Bank Transfer,SP067,Brent Brown,"Port Latashafurt, Cook Islands",11639
BMW 3 Series,UK,Leeds,43027,7,301189,2046-07-21,CUST07946,Susan Mendez,25,Male,Mercedes,BMW 3 Series,2005,Coupe,Bank Transfer,SP004,Douglas Cooper,"Hardingborough, Bermuda",11144
Hyundai Elantra,UK,Leeds,53688,4,214752,2046-07-22,CUST07947,James Bartlett,66,Female,Ford,BMW 3 Series,2023,Sedan,Bank Transfer,SP035,Kathy Gibbs,"Cherylland, South Georgia and the South Sandwich Islands",12928
Nissan Altima,China,Guangzhou,71679,6,430074,2046-07-23,CUST07948,Janet Rogers,61,Non-binary,Honda,Ford Focus,2011,Truck,Credit Card,SP013,Michael Baker,"Port Valerie, Togo",14635
Audi A4,France,Marseille,58856,6,353136,2046-07-24,CUST07949,Wendy Lee,48,Male,Mercedes,Chevrolet Malibu,2020,Hatchback,Cash,SP046,Lori Smith,"Josephmouth, Pitcairn Islands",4425
Ford Focus,Australia,Adelaide,93218,7,652526,2046-07-25,CUST07950,Theresa Davis,56,Male,Audi,BMW 3 Series,2000,Truck,Lease,SP071,Wendy Hull,"Nicoleburgh, Guatemala",6046
Honda Civic,Australia,Adelaide,73184,5,365920,2046-07-26,CUST07951,Lauren Williams,50,Male,Nissan,Honda Civic,2013,Sedan,Credit Card,SP007,Anthony Wright,"Williamsview, Cote d'Ivoire",7160
BMW 3 Series,Canada,Toronto,22506,1,22506,2046-07-27,CUST07952,Brian Snow,32,Male,Mercedes,Honda Civic,2022,Coupe,Cash,SP021,Nathan Lane,"Melaniehaven, New Caledonia",2799
Honda Civic,Canada,Toronto,74611,8,596888,2046-07-28,CUST07953,Alicia Bates,63,Female,BMW,Kia Optima,2003,Coupe,Bank Transfer,SP003,Chelsea Johnson,"North Mariachester, Taiwan",1923
Ford Focus,Japan,Sapporo,43281,9,389529,2046-07-29,CUST07954,Michael Lowery,44,Male,Ford,BMW 3 Series,2007,Hatchback,Credit Card,SP066,Linda Lopez,"Michaelton, Hong Kong",8879
Honda Civic,France,Toulouse,97038,9,873342,2046-07-30,CUST07955,John Gilmore,54,Male,Ford,Nissan Altima,2019,Minivan,Lease,SP018,Sharon Moore,"Colontown, French Polynesia",3055
